codmpio,depto2010,mpio2010,codmpio1928,depto1928,mpio1928,match,men1918,women1918,pop1918,houses1928,families1928,men1928,women1928,pop1928,men21_1928,ink
5001,Antioquia,Medellin,1001,Antioquia,Medellin,1,34775,44371,79146,19926,18742,54170,65874,120044,26122,
5002,Antioquia,Abejorral,1002,Antioquia,Abejorral,1,9662,10006,19668,2502,3904,12438,12655,25093,4977,
5004,Antioquia,Abriaqui,1003,Antioquia,Abriaqui,1,1157,1042,2199,493,385,1219,1181,2400,470,
5021,Antioquia,Alejandria,1004,Antioquia,Alejandria,1,846,882,1728,466,391,1073,1103,2176,435,
5030,Antioquia,Amaga,1005,Antioquia,Amaga,1,4534,4498,9032,2048,1906,5524,5717,11241,2332,
5031,Antioquia,Amalfi,1006,Antioquia,Amalfi,1,5008,5243,10251,1800,1592,4673,5003,9676,2045,
5034,Antioquia,Andes,1007,Antioquia,Andes,1,11084,11340,22424,4548,3827,11342,11957,23299,4452,
5036,Antioquia,Angelopolis,1008,Antioquia,Angelopolis,1,2057,2060,4117,1049,861,2576,2696,5272,1068,
5038,Antioquia,Angostura,1009,Antioquia,Angostura,1,2869,4494,7363,1916,1506,4247,4741,8988,1791,1
5040,Antioquia,Anori,1010,Antioquia,Anori,1,3340,3468,6808,1529,1252,3110,3618,6728,1261,1
5042,Antioquia,Santafe De Antioquia,1011,Antioquia,Antioquia,1,5088,5752,10840,2310,2090,6122,6481,12603,2740,
5044,Antioquia,Anza,1012,Antioquia,Anza,1,1607,1690,3297,737,649,2143,2027,4170,1012,
5059,Antioquia,Armenia,1013,Antioquia,Armenia,1,2594,2814,5408,1342,1134,3509,3516,7025,1490,
5079,Antioquia,Barbosa,1014,Antioquia,Barbosa,1,5489,5833,11322,2309,2155,7150,6796,13946,3151,1
5086,Antioquia,Belmira,1015,Antioquia,Belmira,1,1539,1755,3294,663,519,1917,2092,4009,794,1
5088,Antioquia,Bello,1016,Antioquia,Bello,1,2923,3336,6259,1549,1493,4569,5126,9695,1902,
5091,Antioquia,Betania,1017,Antioquia,Betania,1,,,,1694,1413,4884,4454,9338,1990,
5093,Antioquia,Betulia,1018,Antioquia,Betulia,1,2982,3015,5997,1290,1270,4532,3937,8469,1825,
5101,Antioquia,Ciudad Bolivar,1019,Antioquia,Bolivar,1,6422,6412,12834,2274,2107,7081,6989,14070,3005,
5113,Antioquia,Buritica,1020,Antioquia,Buritica,1,2974,3047,6021,824,836,2498,2723,5221,1046,
5120,Antioquia,Caceres,1021,Antioquia,Caceres,1,1065,905,1970,447,405,1548,837,2385,968,
5125,Antioquia,Caicedo,1022,Antioquia,Caicedo,1,1660,1749,3409,661,574,1669,1781,3450,616,
5129,Antioquia,Caldas,1023,Antioquia,Caldas,1,2803,3060,5863,1477,1318,3788,4303,8091,1554,
5134,Antioquia,Campamento,1024,Antioquia,Campamento,1,2420,2458,4878,1133,979,2643,2724,5367,1127,
5138,Antioquia,Cañasgordas,1025,Antioquia,Cañasgordas,1,3958,4172,8130,2454,2136,7600,7429,15029,3534,
5145,Antioquia,Caramanta,1026,Antioquia,Caramanta,1,2768,2879,5647,1203,1075,3552,3668,7220,1344,
5148,Antioquia,El Carmen De Viboral,1027,Antioquia,Carmen,1,5187,5217,10404,2264,1805,5379,5667,11046,2168,
5150,Antioquia,Carolina,1028,Antioquia,Carolina,1,3048,3757,6805,1530,1397,3636,4287,7923,1456,
5190,Antioquia,Cisneros,1029,Antioquia,Cisneros,1,,,,1788,1596,4182,4562,8744,1924,
5197,Antioquia,Cocorna,1030,Antioquia,Cocorna,1,4658,4262,8920,3068,1907,5779,5528,11307,2319,
5206,Antioquia,Concepcion,1031,Antioquia,Concepcion,1,1609,1935,3544,839,690,1939,2275,4214,815,
5209,Antioquia,Concordia,1032,Antioquia,Concordia,1,5451,5657,11108,2263,2024,6631,6817,13448,2722,
5212,Antioquia,Copacabana,1033,Antioquia,Copacabana,1,2974,3505,6479,1469,1443,3310,3990,7300,1382,
5172,Antioquia,Chigorodo,1034,Antioquia,Chigorodo,1,1174,694,1868,181,135,356,334,690,191,
5234,Antioquia,Dabeiba,1035,Antioquia,Dabeiba,1,4278,3915,8193,1749,1819,5123,5027,10150,2109,
5237,Antioquia,Don Matias,1036,Antioquia,Don Matias,1,2641,2957,5598,1119,953,2797,2980,5777,1146,
5240,Antioquia,Ebejico,1037,Antioquia,Ebejico,1,4768,5004,9772,2001,1664,4883,5076,9959,1874,
5264,Antioquia,Entrerrios,1038,Antioquia,Entrerrios,1,1632,1905,3537,751,604,1752,1998,3750,672,
5266,Antioquia,Envigado,1039,Antioquia,Envigado,1,4304,5338,9642,2140,2014,5165,6280,11445,2274,
5282,Antioquia,Fredonia,1040,Antioquia,Fredonia,1,9913,10428,20341,4345,3635,11134,11646,22780,4752,
5284,Antioquia,Frontino,1041,Antioquia,Frontino,1,4988,5207,10195,1964,1688,4969,5645,10614,2017,
5306,Antioquia,Giraldo,1042,Antioquia,Giraldo,1,934,1052,1986,516,408,1504,1163,2667,749,
5308,Antioquia,Girardota,1043,Antioquia,Girardota,1,3738,4456,8194,2133,1558,4089,4692,8781,1677,
5310,Antioquia,Gomez Plata,1044,Antioquia,Gomezplata,1,2800,2816,5616,1138,1056,3228,3329,6557,1549,
5313,Antioquia,Granada,1045,Antioquia,Granada,1,3217,3422,6639,2392,1409,3738,4206,7944,1424,
5318,Antioquia,Guarne,1046,Antioquia,Guarne,1,3029,3449,6478,1226,1166,3222,3733,6955,1329,
5321,Antioquia,Guatape,1047,Antioquia,Guatape,1,1080,1381,2461,674,510,1371,1577,2948,520,
5347,Antioquia,Heliconia,1048,Antioquia,Heliconda,1,2755,2899,5654,1507,1139,2958,3060,6018,1220,
5360,Antioquia,Itagui,1049,Antioquia,Itagui,1,2167,2361,4528,1009,985,2802,3085,5887,1261,
5361,Antioquia,Ituango,1050,Antioquia,Ituango,1,6734,6824,13558,3124,2618,7458,7749,15207,3037,
5364,Antioquia,Jardin,1051,Antioquia,Jardin,1,4599,4841,9440,2071,1913,6253,6364,12617,2250,
5368,Antioquia,Jerico,1052,Antioquia,Jerico,1,8995,9954,18949,3260,3147,10039,10702,20741,3888,
5376,Antioquia,La Ceja,1053,Antioquia,La Ceja,1,3068,3780,6848,1592,1189,4044,4654,8698,1623,
5380,Antioquia,La Estrella,1054,Antioquia,La Estrella,1,2174,2536,4710,1011,949,2406,2998,5404,1021,
5400,Antioquia,La Union,1055,Antioquia,La Union,1,1546,1612,3158,755,624,1707,1856,3563,730,
5411,Antioquia,Liborina,1056,Antioquia,Liborina,1,3248,3360,6608,1150,1193,3493,3863,7356,1334,
5154,Antioquia,Caucasia,1057,Antioquia,Margento,1,1362,1263,2625,806,711,2117,1763,3880,1060,
5440,Antioquia,Marinilla,1058,Antioquia,Marinilla,1,4193,4894,9087,2091,1898,5481,5965,11446,2328,
5467,Antioquia,Montebello,1059,Antioquia,Montebello,1,2481,2369,4850,1236,1099,3531,3518,7049,1352,
5475,Antioquia,Murindo,1060,Antioquia,Murindo,1,755,739,1494,326,258,773,778,1551,320,
5483,Antioquia,Nariño,1061,Antioquia,Nariño,1,3088,2966,6054,1342,1176,3760,3905,7665,1403,
5480,Antioquia,Mutata,1062,Antioquia,Pavarandocito,1,238,222,460,113,118,365,306,671,171,
5541,Antioquia,Peñol,1063,Antioquia,Peñol,1,3190,3826,7016,1594,1475,3756,4422,8178,1400,1
5543,Antioquia,Peque,1064,Antioquia,Peque,1,1701,1840,3541,729,767,2219,2337,4556,899,
5576,Antioquia,Pueblorrico,1065,Antioquia,Pueblo Rico,1,5623,5601,11224,2478,1591,6625,6632,13257,2478,
5579,Antioquia,Puerto Berrio,1066,Antioquia,Puerto Berrio,1,3869,2793,6662,2256,2172,7352,4752,12104,4490,
5604,Antioquia,Remedios,1067,Antioquia,Remedios,1,2262,2323,4585,739,960,2401,2358,4759,1341,
5607,Antioquia,Retiro,1068,Antioquia,Retiro,1,2494,3019,5513,1060,940,2519,2917,5436,1067,
5615,Antioquia,Rionegro,1069,Antioquia,Rionegro,1,6954,8718,15672,2981,2947,8213,9792,18005,3328,
5628,Antioquia,Sabanalarga,1070,Antioquia,Sabanalarga,1,1683,1773,3456,772,763,1900,2074,3974,703,
5642,Antioquia,Salgar,1071,Antioquia,Salgar,1,5217,5173,10390,2303,2106,7189,7002,14191,2895,
5647,Antioquia,San Andres De Cuerquia,1072,Antioquia,San Andres,1,2970,3042,6012,1577,950,2908,3241,6149,1025,
5649,Antioquia,San Carlos,1073,Antioquia,San Carlos,1,2118,2146,4264,1352,1062,3286,3049,6335,1354,
5656,Antioquia,San Jeronimo,1074,Antioquia,San Jeronimo,1,3116,3244,6360,1441,1318,4009,3729,7738,1748,
5660,Antioquia,San Luis,1075,Antioquia,San Luis,1,984,861,1845,439,438,1596,1287,2883,664,
5664,Antioquia,San Pedro,1076,Antioquia,San Pedro,1,2855,3319,6174,1226,1048,2846,3199,6045,1052,
5667,Antioquia,San Rafael,1077,Antioquia,San Rafael,1,1986,1841,3827,1062,945,2714,2681,5395,1103,
5670,Antioquia,San Roque,1078,Antioquia,San Roque,1,4999,5056,10055,2455,2170,5860,5842,11702,2604,
5679,Antioquia,Santa Barbara,1079,Antioquia,Santa Barbara,1,6144,6433,12577,2770,2704,8168,8443,16611,3421,
5686,Antioquia,Santa Rosa De Osos,1080,Antioquia,Santa Rosa,1,7296,8905,16201,3546,3146,8395,10180,18575,3330,
5690,Antioquia,Santo Domingo,1081,Antioquia,Santo Domingo,1,6026,5989,12015,2853,2330,6869,6741,13610,3155,
5697,Antioquia,El Santuario,1082,Antioquia,Santuario,1,4051,4363,8414,2259,1720,5213,5509,10722,2162,
5674,Antioquia,San Vicente,1083,Antioquia,San Vicente,1,3974,4359,8333,1785,1479,4243,4603,8846,1657,
5736,Antioquia,Segovia,1084,Antioquia,Segovia,1,1991,2089,4080,983,827,1611,1853,3464,847,
5756,Antioquia,Sonson,1085,Antioquia,Sonson,1,13202,14430,27632,5865,5126,15604,17095,32699,6178,
5761,Antioquia,Sopetran,1086,Antioquia,Sopetran,1,4612,5480,10092,2193,1932,4710,5732,10442,1812,
5501,Antioquia,Olaya,1087,Antioquia,Sucre,1,1224,1225,2449,322,408,1370,1066,2436,525,
5789,Antioquia,Tamesis,1088,Antioquia,Tamesis,1,6928,6720,13648,3488,2612,8047,8358,16405,3126,
5809,Antioquia,Titiribi,1089,Antioquia,Titiribi,1,6426,7097,13523,2690,2266,5868,6862,12730,2303,
5819,Antioquia,Toledo,1090,Antioquia,Toledo,1,2322,2313,4635,1002,750,2053,2305,4358,775,
5837,Antioquia,Turbo,1091,Antioquia,Turbo,1,2044,1692,3736,1183,1241,3289,2772,6061,1652,
5847,Antioquia,Urrao,1092,Antioquia,Urrao,1,7284,7366,14650,3009,2633,7989,8528,16517,3163,
5854,Antioquia,Valdivia,1093,Antioquia,Valdivia,1,3429,3025,6454,1152,1279,4442,3517,7959,2434,
5856,Antioquia,Valparaiso,1094,Antioquia,Valparaiso,1,3102,2925,6027,1354,1129,3636,3652,7288,1484,
5861,Antioquia,Venecia,1095,Antioquia,Venecia,1,3649,3802,7451,1811,1641,5712,5084,10796,2618,
5858,Antioquia,Vegachi,1096,Antioquia,Yarumal,1,8949,10758,19707,4209,3388,9903,12117,22020,3953,
5890,Antioquia,Yolombo,1097,Antioquia,Yolombo,1,9248,8351,17599,3366,3192,10028,9038,19066,4737,
5895,Antioquia,Zaragoza,1098,Antioquia,Zaragoza,1,1408,1286,2694,623,432,1170,1085,2255,738,
8001,Atlantico,Barranquilla,2001,Atlantico,Barranquilla,1,29646,34897,64543,16629,15688,71909,68065,139974,43342,
8078,Atlantico,Baranoa,2002,Atlantico,Baranoa,1,2678,2792,5470,1121,1082,3791,3874,7665,1842,
8137,Atlantico,Campo De La Cruz,2003,Atlantico,Campo De La Cruz,1,1758,2142,3900,996,910,3416,3478,6894,1588,
8141,Atlantico,Candelaria,2004,Atlantico,Candelaria,1,980,918,1898,340,360,1467,1443,2910,651,
8296,Atlantico,Galapa,2005,Atlantico,Galapa,1,1119,1189,2308,509,448,1511,1435,2946,884,
8372,Atlantico,Juan De Acosta,2006,Atlantico,Juan De Acosta,1,1039,985,2024,363,348,1177,1091,2268,471,
8433,Atlantico,Malambo,2007,Atlantico,Malambo,1,1110,1020,2130,408,343,1759,1481,3240,898,
8436,Atlantico,Manati,2008,Atlantico,Manati,1,1309,1425,2734,487,463,2176,2110,4286,857,
8520,Atlantico,Palmar De Varela,2009,Atlantico,Palmar De Varela,1,1631,1651,3282,476,502,2759,2481,5240,1463,
8549,Atlantico,Piojo,2010,Atlantico,Piojo,1,817,838,1655,349,349,1022,1055,2077,447,
8558,Atlantico,Polonuevo,2011,Atlantico,Polonuevo,1,1087,1058,2145,449,436,1357,1361,2718,645,
8573,Atlantico,Puerto Colombia,2012,Atlantico,Puerto Colombia,1,1469,1340,2809,915,806,2913,2512,5425,1595,
8606,Atlantico,Repelon,2013,Atlantico,Repelon,1,1612,1947,3559,699,651,2504,2122,4626,1185,
8634,Atlantico,Sabanagrande,2014,Atlantico,Sabanagrande,1,1052,1079,2131,419,417,1544,1565,3109,776,
8638,Atlantico,Sabanalarga,2015,Atlantico,Sabanalarga,1,7440,8539,15979,3264,3193,11290,10745,22035,5863,
8685,Atlantico,Santo Tomas,2016,Atlantico,Santo Tomas,1,1460,1559,3019,604,554,2102,2220,4322,1019,
8758,Atlantico,Soledad,2017,Atlantico,Soledad,1,4772,5174,9946,1582,1634,7778,7836,15614,4281,
8770,Atlantico,Suan,2018,Atlantico,?,1,817,784,1601,383,317,1126,1112,2238,525,
8832,Atlantico,Tubara,2019,Atlantico,Arñ,1,1338,1345,2683,541,518,1459,1498,2957,726,
8849,Atlantico,Usiacuri,2020,Atlantico,Acurñ,1,930,1046,1976,392,340,1081,1185,2266,477,
13001,Bolivar,Cartagena,3001,Bolivar,Cartagena,1,21620,3488,25108,8539,11509,43795,48699,92494,21848,
13052,Bolivar,Arjona,3002,Bolivar,Arjona,1,5294,5484,10778,2103,1846,5917,5921,11838,2781,
23068,Cordoba,Ayapel,3003,Bolivar,Ayapel,1,3613,3953,7566,1556,1765,6425,5854,12279,3315,
13074,Bolivar,Barranco De Loba,3004,Bolivar,Barranco De Loba,1,1278,1382,2660,733,560,1608,1737,3345,691,
13473,Bolivar,Morales,3005,Bolivar,Bodega Central,1,1872,2377,4249,979,970,3040,3227,6267,1316,
70124,Sucre,Caimito,3006,Bolivar,Caimito,1,3990,4408,8398,893,1129,4380,3803,8183,2602,
13140,Bolivar,Calamar,3007,Bolivar,Calamar,1,4355,5175,9530,2342,2360,7882,7585,15467,3495,
13244,Bolivar,El Carmen De Bolivar,3008,Bolivar,Carmen,1,8342,8807,17149,3813,3728,15862,13410,29272,9309,
23162,Cordoba,Cerete,3009,Bolivar,Cerete,1,4462,5288,9750,1890,1172,4954,5501,10455,2089,
23189,Cordoba,Cienaga De Oro,3010,Bolivar,Cienaga De Oro,1,4845,5389,10234,2015,1814,6354,6851,13205,2641,
13212,Bolivar,Cordoba,3011,Bolivar,Cordoba,1,1340,1579,2919,937,748,2891,2654,5545,1159,
70215,Sucre,Corozal,3012,Bolivar,Corozal,1,5623,6284,11907,3057,3051,11131,11106,22237,4954,
23168,Cordoba,Chima,3013,Bolivar,Chima,1,2189,2628,4817,624,545,2356,2497,4853,1154,
23182,Cordoba,Chinu,3014,Bolivar,Chinu,1,5979,6572,12551,2185,2045,6408,6281,12689,3424,
13248,Bolivar,El Guamo,3015,Bolivar,Guamo,1,1289,1228,2517,741,639,2009,2044,4053,871,
23417,Cordoba,Lorica,3016,Bolivar,Lorica,1,9713,10242,19955,5514,4387,12631,13528,26159,5658,
13430,Bolivar,Magangue,3017,Bolivar,Magangue,1,6884,7192,14076,3669,2960,8138,8911,17049,3737,
13433,Bolivar,Mahates,3018,Bolivar,Mahates,1,2930,2865,5795,1446,1441,4031,3977,8008,1601,
70429,Sucre,Majagual,3019,Bolivar,Majagual,1,4944,5141,10085,3263,3310,9606,9439,19045,4452,
13440,Bolivar,Margarita,3020,Bolivar,Margarita,1,2163,2227,4390,827,719,2041,2145,4186,849,
13468,Bolivar,Mompos,3021,Bolivar,Mompos,1,7534,7901,15435,3905,2479,7701,8420,16121,3454,
23001,Cordoba,Monteria,3022,Bolivar,Monteria,1,11186,12082,23268,6351,5979,18521,18060,36581,8277,
70473,Sucre,Morroa,3023,Bolivar,Morroa,1,1846,2037,3883,453,456,2427,1519,3946,1187,
70508,Sucre,Ovejas,3024,Bolivar,Ovejas,1,2770,3013,5783,1189,1067,3264,3565,6829,1403,
70523,Sucre,Palmito,3025,Bolivar,Palmito,1,1805,1830,3635,497,499,1756,1686,3442,817,
13549,Bolivar,Pinillos,3026,Bolivar,Palomino,1,2815,2982,5797,1026,914,3855,3670,7525,1847,
23586,Cordoba,Purisima,3027,Bolivar,Purisima,1,2882,3195,6077,1326,1240,3912,4135,8047,1642,
,,,3028,Bolivar,Ricaurte,,1513,1711,3224,845,574,2248,2097,4345,1027,
23660,Cordoba,Sahagun,3029,Bolivar,Sahagun,1,5090,5514,10604,3603,3268,10270,9728,19998,5017,
70670,Sucre,Sampues,3030,Bolivar,Sampues,1,3083,3233,6316,1384,1378,4115,4652,8767,1866,
23670,Cordoba,San Andres Sotavento,3031,Bolivar,San Andres De Sotavento,1,1235,1079,2314,1577,1047,3788,3697,7485,1955,
23672,Cordoba,San Antero,3032,Bolivar,San Antero,1,,,,986,664,2098,2242,4340,903,
70678,Sucre,San Benito Abad,3033,Bolivar,San Benito Abad,1,3281,3367,6648,1242,1015,2756,2816,5572,1253,
23678,Cordoba,San Carlos,3034,Bolivar,San Carlos,1,2608,3074,5682,1247,1008,3248,3060,6308,1590,
13647,Bolivar,San Estanislao,3035,Bolivar,San Estanislao,1,1927,2462,4389,981,890,3377,3188,6565,1440,1
13650,Bolivar,San Fernando,3036,Bolivar,San Fernando,1,1237,1449,2686,696,685,2101,2018,4119,955,1
13654,Bolivar,San Jacinto,3037,Bolivar,San Jacinto,1,3362,3643,7005,1299,12448,4690,4750,9440,2285,
13657,Bolivar,San Juan Nepomuceno,3038,Bolivar,San Juan Nepomuceno,1,6259,6840,13099,2747,2323,7483,7476,14959,3234,
70708,Sucre,San Marcos,3039,Bolivar,San Marcos,1,3881,4307,8188,1432,1276,3182,3361,6543,1615,
13667,Bolivar,San Martin De Loba,3040,Bolivar,San Martin De Loba,1,1846,2396,4242,1550,1136,3679,3865,7544,1609,
70713,Sucre,San Onofre,3041,Bolivar,San Onofre,1,,,11858,3326,2136,6389,6314,12703,2671,
23686,Cordoba,San Pelayo,3042,Bolivar,San Pelayo,1,,,7253,2397,1761,5134,5181,10315,2419,
13673,Bolivar,Santa Catalina,3043,Bolivar,Santa Catalina,1,,,3272,376,457,1145,1222,2367,448,
13683,Bolivar,Santa Rosa,3044,Bolivar,Santa Rosa,1,1618,1547,3165,501,542,1596,1614,3210,667,
13744,Bolivar,Simiti,3045,Bolivar,Simiti,1,1433,1601,3034,532,356,1662,1448,3110,840,
70742,Sucre,San Luis De Since,3046,Bolivar,Since,1,8295,8783,17078,3313,3431,12418,12412,24830,,1
70001,Sucre,Sincelejo,3047,Bolivar,Sincelejo,1,7214,7508,14722,2504,2663,9902,10274,20176,,1
13760,Bolivar,Soplaviento,3048,Bolivar,Soplaviento,1,1320,1360,2680,602,585,1992,2101,4093,769,1
70771,Sucre,Sucre,3049,Bolivar,Sucre,1,3992,4469,8461,1769,1331,5118,5520,10638,2514,
70820,Sucre,Santiago De Tolu,3050,Bolivar,Tolu,1,2733,3071,5804,1599,1610,5697,5226,10923,2763,
70823,Sucre,Tolu Viejo,3051,Bolivar,Toluviejo,1,1881,1994,3875,960,914,3090,3121,6211,1492,
13836,Bolivar,Turbaco,3052,Bolivar,Turbaco,1,2388,2902,5290,1187,1208,3286,3759,7045,1407,
13838,Bolivar,Turbana,3053,Bolivar,Turbana,1,1333,1010,2343,599,543,2022,1749,3771,958,
13873,Bolivar,Villanueva,3054,Bolivar,Villanueva,1,1784,1855,3639,696,600,2080,2152,4232,824,
13140,Bolivar,Calamar,3055,Bolivar,Yucal,1,1063,1163,2226,,,,,,,
13894,Bolivar,Zambrano,3056,Bolivar,Zambrano,1,1275,1427,2702,674,629,1958,2110,4068,892,
15001,Boyaca,Tunja,4001,Boyaca,Tunja,1,5148,5532,10680,2116,2333,9063,1001,10064,4107,
15051,Boyaca,Arcabuco,4002,Boyaca,Arcabuco,1,1162,1099,2261,673,737,1715,1717,3432,750,
15087,Boyaca,Belen,4003,Boyaca,Belen,1,2486,2833,5319,1494,1524,3743,4095,7838,1714,
15090,Boyaca,Berbeo,4004,Boyaca,Berbeo,1,3563,2962,6525,1298,1354,3914,3848,7762,2091,
15092,Boyaca,Beteitiva,4005,Boyaca,Beteitiva,1,1831,2184,4015,989,1047,2890,2775,5665,1450,
15097,Boyaca,Boavita,4006,Boyaca,Boavita,1,4247,4701,8948,1500,1523,5560,5843,11403,2749,
15104,Boyaca,Boyaca,4007,Boyaca,Boyaca,1,3583,4077,7660,1554,1199,4384,4841,9225,1856,
15106,Boyaca,Briceño,4008,Boyaca,Briceño,1,2348,2464,4812,1256,1268,3519,3410,6929,1570,
15109,Boyaca,Buenavista,4009,Boyaca,Buenavista,1,1495,1535,3030,754,799,3443,3303,6746,1376,
15114,Boyaca,Busbanza,4010,Boyaca,Busbanza,1,569,697,1266,231,254,939,1019,1958,580,
15131,Boyaca,Caldas,4011,Boyaca,Caldas,1,1585,1512,3097,1076,1183,3641,3720,7361,1805,
15135,Boyaca,Campohermoso,4012,Boyaca,Campohermoso,1,2676,2872,5548,1602,1619,4741,4586,9327,2205,
15380,Boyaca,La Capilla,4013,Boyaca,Capilla De Tensa,1,2271,2879,5150,1006,1140,2285,2694,4979,922,
15162,Boyaca,Cerinza,4014,Boyaca,Cerinza,1,2614,2700,5314,878,927,2175,2541,4716,1352,
15189,Boyaca,Cienega,4015,Boyaca,Cienega,1,1916,2232,4148,1118,1240,3592,3843,7435,1220,
15204,Boyaca,Combita,4016,Boyaca,Combita,1,2606,2403,5009,1340,1423,4294,4109,8403,2212,
15212,Boyaca,Coper,4017,Boyaca,Coper,1,1144,980,2124,762,811,3411,2771,6182,1823,
15215,Boyaca,Corrales,4018,Boyaca,Corrales,1,1703,2046,3749,824,891,2601,3071,5672,955,
15218,Boyaca,Covarachia,4019,Boyaca,Covarachia,1,2176,2234,4410,828,879,3868,3501,7369,1914,
15224,Boyaca,Cucaita,4020,Boyaca,Cucaita,1,704,770,1474,281,305,1113,1086,2199,455,
15226,Boyaca,Cuitiva,4021,Boyaca,Cuitiva,1,1233,1299,2532,550,608,1733,1853,3586,679,
85015,Casanare,Chameza,4022,Boyaca,Chameza,1,1021,917,1938,588,596,1664,1500,3164,882,
15172,Boyaca,Chinavita,4023,Boyaca,Chinavita,1,1967,2035,4002,1378,1447,3558,3794,7352,1757,
15176,Boyaca,Chiquinquira,4024,Boyaca,Chiquinquira,1,10258,12244,22502,3326,3635,15990,18817,34807,8576,
15232,Boyaca,Chiquiza,4025,Boyaca,Chiquisa,1,1196,1242,2438,538,543,2206,1540,3746,1073,
15180,Boyaca,Chiscas,4026,Boyaca,Chiscas,1,3954,4400,8354,2897,2938,5873,6309,12182,2508,
15183,Boyaca,Chita,4027,Boyaca,Chita,1,5256,5868,11124,2338,2454,8931,8810,17741,3869,
15185,Boyaca,Chitaraque,4028,Boyaca,Chitaraque,1,3110,3123,6233,798,1067,5427,4467,9894,3517,
15187,Boyaca,Chivata,4029,Boyaca,Chivata,1,751,897,1648,651,670,1037,1219,2256,452,
15238,Boyaca,Duitama,4030,Boyaca,Duitama,1,4221,5394,9615,1975,2045,6198,7338,13536,2807,
15244,Boyaca,El Cocuy,4031,Boyaca,El Cocuy,1,4001,4482,8483,1559,1563,5156,5999,11155,2359,
15248,Boyaca,El Espino,4032,Boyaca,El Espino,1,1820,2045,3865,913,969,2965,3198,6163,1322,
15272,Boyaca,Firavitoba,4033,Boyaca,Firavitoba,1,3393,3850,7243,1479,1515,5478,5334,10812,2393,
15276,Boyaca,Floresta,4034,Boyaca,Floresta,1,2835,3671,6506,1276,1350,3880,3893,7773,1979,
15293,Boyaca,Gachantiva,4035,Boyaca,Gachantiva,1,1835,1657,3492,1067,1104,2492,2794,5286,820,
15296,Boyaca,Gameza,4036,Boyaca,Gameza,1,2173,2655,4828,1120,,3578,3996,7574,1508,
15299,Boyaca,Garagoa,4037,Boyaca,Garagoa,1,4492,5120,9612,1950,,5813,6439,12252,2747,
15317,Boyaca,Guacamayas,4038,Boyaca,Guacamayas,1,2139,2356,4495,969,,3108,3447,6555,1590,
